英文称谓,名,中间名,姓,中文称谓,单位,部门,职务,商务地址 街道,商务地址 街道 2,商务地址 街道 3,商务地址 市/县,商务地址 省/市/自治区,商务地址 邮政编码,商务地址 国家/地区,住宅地址 街道,住宅地址 街道 2,住宅地址 街道 3,住宅地址 市/县,住宅地址 省/市/自治区,住宅地址 邮政编码,住宅地址 国家/地区,其他地址 街道,其他地址 街道 2,其他地址 街道 3,其他地址 市/县,其他地址 省/市/自治区,其他地址 邮政编码,其他地址 国家/地区,助理的电话,商务传真,商务电话,商务电话 2,回电话,车载电话,单位主要电话,住宅传真,住宅电话,住宅电话 2,ISDN,移动电话,其他传真,其他电话,寻呼机,主要电话,无绳电话,TTY/TDD 电话,电报,Internet 忙闲,办公地点,地点,电子邮件地址,电子邮件类型,电子邮件显示名称,电子邮件 2 地址,电子邮件 2 类型,电子邮件 2 显示名,电子邮件 3 地址,电子邮件 3 类型,电子邮件 3 显示名,附注,工作证号码,关键词,记帐信息,纪念日,经理姓名,类别,里程,敏感度,目录服务器,配偶,其他地址 - 邮箱,商务地址 - 邮箱,身份证编号,生日,私有,缩写,网页,性别,业余爱好,引用者,用户 1,用户 2,用户 3,用户 4,优先级,语言,帐户,职业,助理的姓名,住宅地址 - 邮箱,子女
,,,,山水美术馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15010679074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京现在画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861051273292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,雅昌破壳计划,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18710181731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,杨国际艺术中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18811228968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,泰康空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01051273173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,东方画苑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13683291626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,善美藝術（長安街）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0086 18301187233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,山色艺术馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15321592281、13810287236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,京都画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18910271659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,美门艺术空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18810824582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,太和艺术空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13801285989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京松鹤创艺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13810266306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,伍拾伍号院子艺术空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18610316069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,学画馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+ 86 13910213057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,中国画马艺术研究会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15600520058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,颖画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01057220406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,白石画馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13811278943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,时芳斋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13311271566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,朝鲜民艺创作中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15911007353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,弘雅轩画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18611263176 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京艺门画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86-10-5127 3220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,天下画博画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13811505656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,美博文化,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010-8591 0558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,站台中国当代艺术机构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57626068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,空当代艺术机构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18618133419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,云秀厂艺术中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15911117798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,凯撒贝塞什（亚洲）艺术中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010-65308610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,泉空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86-10-57626373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,朝鲜万寿台创作社美术馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15810905379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,东晟艺术空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18640183268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,悦宝斋画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13366897612 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,世纪嘉鸿画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13366540502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,青研会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13261212111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ZC ART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18610533216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,名泰空间 Mingtai Space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+86-10-5790 5121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,长宜空间 L GALLERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18511388818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,当代唐人艺术中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01059789610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,偏锋新艺术空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010-59789562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,卯日卯时SUNRISE ART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18911111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,三版工坊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64373432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,搜藏文化,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18518938654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,桥艺术空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(010)64331798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,魔金石空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, +86 10 5840 5117  / 5978 9635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京公社,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010-84562862　86549428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,星空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+86-10-64189591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,今格空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18601048671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,C空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010-5127-3248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,空白空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+86 10 84562054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,德萨画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84182441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,红门画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(86 10) 6525 1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,佩斯北京,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+86 10 5978 9781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,H.T.画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8610-59789830/59789981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Hadrien de Montferrand画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18611572006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,长征空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010－5978 9768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,千年时间画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18611420798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,草场地慧空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18601279857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,空间站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86 10 59789671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,程昕东国际当代艺术空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8610-59789356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,亚洲艺术中心（北京馆）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 86 10 5978 9709 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,晴耕雨读楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18611477599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,赏苑画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13051623911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,路宽画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13366662199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京云峰画苑美术馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01065233320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,唯图艺术空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13381210090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京中艺博雅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18510605687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,坤达国际艺术展播中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13701013840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,耿画廊（北京）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010-84216689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,艺澜书画艺术馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18801082009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18600601757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,壹梵画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+8610 13901149414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京伯隐当代艺术中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13366428858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京纯一斋书法艺术馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13651006437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京都翰画院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13488860639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,AK艺术中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+8610 15321435639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,藏真斋画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15001198987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,中贸CVC艺术,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13381052323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,798时代空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18650107877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,涧庐画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+010 13910833166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,永晟堂画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15001399916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,文藏阁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13531668168 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,上品艺琅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+86 18610988607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,万博流金书画院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18610705951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京观禾艺苑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13011109597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,艺彩格,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15662584068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,一墨天成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17701317088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京金辉鸿书画院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15120060180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,中和画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15910526423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,亮版社,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18210919981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,中鸣斋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13683291626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,麦勒画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+86 10 64333393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,XYZ画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13811524332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京团城艺术馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+86 12345678901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,陌生空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18464379535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,苏红斋画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15810134720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,墨枫斋画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15101116936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,朝艺馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13717661664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,有容堂画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18901120767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,兰韵美术馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13717566509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,千墨斋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13311319151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,铜雀台画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13552837846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,融德画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13901175109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,六合堂 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13641365586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,品逸斋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13073785779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,汇宝斋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+086 13621202525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京雅棋文化,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13501281106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,东瀚艺术馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13126933666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,汲古阁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010-63017849   63012897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,久画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010-59784821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,今日艺术汇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+＋86 13400000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京红子兰艺术中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58074922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,颐和悦馆.莱维艺术空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01085907478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,墨樂轩画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13126683896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,山海美术馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+86 18031691601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,虹墙艺术画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13401192938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,合顺轩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13095510595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,上海香山画院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(010)87785088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,画廊运营测试,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18610809295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,亚述视觉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13801062481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,双馨阁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15810523168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,怡籣画馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13810568378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京成蹊当代艺术中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13241963310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,珏澜画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15069611111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,富思画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+  86 57626138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,雅轩工笔画,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4006690999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,沐珈文化,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18600207737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,青苹果画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13146158098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,韵画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01084599329　13366860824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
